query_id,reference_id,img_folder
Q00220,R409236,D:\Driven_Data\Facebook\data\query_images
Q00221,R698063,D:\Driven_Data\Facebook\data\query_images
Q00237,R815689,D:\Driven_Data\Facebook\data\query_images
Q00255,R391242,D:\Driven_Data\Facebook\data\query_images
Q00259,R831896,D:\Driven_Data\Facebook\data\query_images
Q00260,R626755,D:\Driven_Data\Facebook\data\query_images
Q00264,R526733,D:\Driven_Data\Facebook\data\query_images
Q00274,R405525,D:\Driven_Data\Facebook\data\query_images
Q00279,R835598,D:\Driven_Data\Facebook\data\query_images
Q00283,R770363,D:\Driven_Data\Facebook\data\query_images
Q00291,R276389,D:\Driven_Data\Facebook\data\query_images
Q00294,R462833,D:\Driven_Data\Facebook\data\query_images
Q00299,R170923,D:\Driven_Data\Facebook\data\query_images
Q00300,R105129,D:\Driven_Data\Facebook\data\query_images
Q00310,R539117,D:\Driven_Data\Facebook\data\query_images
Q00313,R075108,D:\Driven_Data\Facebook\data\query_images
Q00316,R321619,D:\Driven_Data\Facebook\data\query_images
Q00322,R740364,D:\Driven_Data\Facebook\data\query_images
Q00323,R126016,D:\Driven_Data\Facebook\data\query_images
Q00324,R044970,D:\Driven_Data\Facebook\data\query_images
Q00326,R274876,D:\Driven_Data\Facebook\data\query_images
Q00329,R345684,D:\Driven_Data\Facebook\data\query_images
Q00338,R003142,D:\Driven_Data\Facebook\data\query_images
Q00347,R183647,D:\Driven_Data\Facebook\data\query_images
Q00353,R707829,D:\Driven_Data\Facebook\data\query_images
Q00359,R341020,D:\Driven_Data\Facebook\data\query_images
Q00363,R247147,D:\Driven_Data\Facebook\data\query_images
Q00364,R722330,D:\Driven_Data\Facebook\data\query_images
Q00365,R788058,D:\Driven_Data\Facebook\data\query_images
Q00369,R419725,D:\Driven_Data\Facebook\data\query_images
Q00375,R828267,D:\Driven_Data\Facebook\data\query_images
Q00388,R119752,D:\Driven_Data\Facebook\data\query_images
Q00389,R552823,D:\Driven_Data\Facebook\data\query_images
Q00392,R451016,D:\Driven_Data\Facebook\data\query_images
Q00393,R080786,D:\Driven_Data\Facebook\data\query_images
Q00396,R868533,D:\Driven_Data\Facebook\data\query_images
Q00403,R617127,D:\Driven_Data\Facebook\data\query_images
Q00409,R155605,D:\Driven_Data\Facebook\data\query_images
Q00419,R870815,D:\Driven_Data\Facebook\data\query_images
Q00423,R983617,D:\Driven_Data\Facebook\data\query_images
Q00433,R767496,D:\Driven_Data\Facebook\data\query_images
Q00434,R678038,D:\Driven_Data\Facebook\data\query_images
Q00439,R890569,D:\Driven_Data\Facebook\data\query_images
Q00450,R152537,D:\Driven_Data\Facebook\data\query_images
Q00460,R386493,D:\Driven_Data\Facebook\data\query_images
Q00470,R583310,D:\Driven_Data\Facebook\data\query_images
Q00471,R747517,D:\Driven_Data\Facebook\data\query_images
Q00472,R431059,D:\Driven_Data\Facebook\data\query_images
Q00477,R473872,D:\Driven_Data\Facebook\data\query_images
Q00480,R848625,D:\Driven_Data\Facebook\data\query_images
Q00488,R385189,D:\Driven_Data\Facebook\data\query_images
Q00489,R807545,D:\Driven_Data\Facebook\data\query_images
Q00495,R207475,D:\Driven_Data\Facebook\data\query_images
Q00496,R261103,D:\Driven_Data\Facebook\data\query_images
Q00497,R567348,D:\Driven_Data\Facebook\data\query_images
Q00506,R773175,D:\Driven_Data\Facebook\data\query_images
Q00510,R201784,D:\Driven_Data\Facebook\data\query_images
Q00511,R301469,D:\Driven_Data\Facebook\data\query_images
Q00514,R394110,D:\Driven_Data\Facebook\data\query_images
Q00521,R574471,D:\Driven_Data\Facebook\data\query_images
Q00523,R822056,D:\Driven_Data\Facebook\data\query_images
Q00525,R473755,D:\Driven_Data\Facebook\data\query_images
Q00531,R816253,D:\Driven_Data\Facebook\data\query_images
Q00537,R551533,D:\Driven_Data\Facebook\data\query_images
Q00541,R317754,D:\Driven_Data\Facebook\data\query_images
Q00547,R820316,D:\Driven_Data\Facebook\data\query_images
Q00549,R849056,D:\Driven_Data\Facebook\data\query_images
Q00550,R961078,D:\Driven_Data\Facebook\data\query_images
Q00552,R179424,D:\Driven_Data\Facebook\data\query_images
Q00565,R573129,D:\Driven_Data\Facebook\data\query_images
Q00567,R853022,D:\Driven_Data\Facebook\data\query_images
Q00571,R259667,D:\Driven_Data\Facebook\data\query_images
Q00574,R259180,D:\Driven_Data\Facebook\data\query_images
Q00582,R764540,D:\Driven_Data\Facebook\data\query_images
Q00584,R887036,D:\Driven_Data\Facebook\data\query_images
Q00586,R342971,D:\Driven_Data\Facebook\data\query_images
Q00595,R401451,D:\Driven_Data\Facebook\data\query_images
Q00596,R125688,D:\Driven_Data\Facebook\data\query_images
Q00597,R348165,D:\Driven_Data\Facebook\data\query_images
Q00602,R202585,D:\Driven_Data\Facebook\data\query_images
Q00607,R199799,D:\Driven_Data\Facebook\data\query_images
Q00609,R342268,D:\Driven_Data\Facebook\data\query_images
Q00620,R446295,D:\Driven_Data\Facebook\data\query_images
Q00638,R885088,D:\Driven_Data\Facebook\data\query_images
Q00639,R203160,D:\Driven_Data\Facebook\data\query_images
Q00648,R835984,D:\Driven_Data\Facebook\data\query_images
Q00649,R470267,D:\Driven_Data\Facebook\data\query_images
Q00650,R762181,D:\Driven_Data\Facebook\data\query_images
Q00652,R416618,D:\Driven_Data\Facebook\data\query_images
Q00654,R449375,D:\Driven_Data\Facebook\data\query_images
Q00667,R075820,D:\Driven_Data\Facebook\data\query_images
Q00674,R389005,D:\Driven_Data\Facebook\data\query_images
Q00680,R056788,D:\Driven_Data\Facebook\data\query_images
Q00685,R946181,D:\Driven_Data\Facebook\data\query_images
Q00686,R851226,D:\Driven_Data\Facebook\data\query_images
Q00687,R162069,D:\Driven_Data\Facebook\data\query_images
Q00694,R055933,D:\Driven_Data\Facebook\data\query_images
Q00695,R450725,D:\Driven_Data\Facebook\data\query_images
Q00698,R694106,D:\Driven_Data\Facebook\data\query_images
Q00720,R757419,D:\Driven_Data\Facebook\data\query_images
Q00742,R480181,D:\Driven_Data\Facebook\data\query_images
Q00743,R155565,D:\Driven_Data\Facebook\data\query_images
Q00746,R893827,D:\Driven_Data\Facebook\data\query_images
Q00748,R007851,D:\Driven_Data\Facebook\data\query_images
Q00752,R821955,D:\Driven_Data\Facebook\data\query_images
Q00758,R850365,D:\Driven_Data\Facebook\data\query_images
Q00770,R174933,D:\Driven_Data\Facebook\data\query_images
Q00774,R408785,D:\Driven_Data\Facebook\data\query_images
Q00782,R462324,D:\Driven_Data\Facebook\data\query_images
Q00789,R633069,D:\Driven_Data\Facebook\data\query_images
Q00794,R309629,D:\Driven_Data\Facebook\data\query_images
Q00795,R082645,D:\Driven_Data\Facebook\data\query_images
Q00797,R951914,D:\Driven_Data\Facebook\data\query_images
Q00814,R032607,D:\Driven_Data\Facebook\data\query_images
Q00815,R074463,D:\Driven_Data\Facebook\data\query_images
Q00820,R857479,D:\Driven_Data\Facebook\data\query_images
Q00824,R964604,D:\Driven_Data\Facebook\data\query_images
Q00846,R033260,D:\Driven_Data\Facebook\data\query_images
Q00848,R780955,D:\Driven_Data\Facebook\data\query_images
Q00854,R161734,D:\Driven_Data\Facebook\data\query_images
Q00861,R126235,D:\Driven_Data\Facebook\data\query_images
Q00870,R906030,D:\Driven_Data\Facebook\data\query_images
Q00874,R357118,D:\Driven_Data\Facebook\data\query_images
Q00877,R204794,D:\Driven_Data\Facebook\data\query_images
Q00880,R883160,D:\Driven_Data\Facebook\data\query_images
Q00881,R124803,D:\Driven_Data\Facebook\data\query_images
Q00889,R837403,D:\Driven_Data\Facebook\data\query_images
Q00901,R561573,D:\Driven_Data\Facebook\data\query_images
Q00906,R014120,D:\Driven_Data\Facebook\data\query_images
Q00907,R737365,D:\Driven_Data\Facebook\data\query_images
Q00910,R564257,D:\Driven_Data\Facebook\data\query_images
Q00911,R044290,D:\Driven_Data\Facebook\data\query_images
Q00912,R544288,D:\Driven_Data\Facebook\data\query_images
Q00917,R490086,D:\Driven_Data\Facebook\data\query_images
Q00919,R559993,D:\Driven_Data\Facebook\data\query_images
Q00925,R512880,D:\Driven_Data\Facebook\data\query_images
Q00926,R416107,D:\Driven_Data\Facebook\data\query_images
Q00939,R931402,D:\Driven_Data\Facebook\data\query_images
Q00940,R552565,D:\Driven_Data\Facebook\data\query_images
Q00946,R796566,D:\Driven_Data\Facebook\data\query_images
Q00947,R348135,D:\Driven_Data\Facebook\data\query_images
Q00955,R440640,D:\Driven_Data\Facebook\data\query_images
Q00958,R245898,D:\Driven_Data\Facebook\data\query_images
Q00960,R370997,D:\Driven_Data\Facebook\data\query_images
Q00962,R170231,D:\Driven_Data\Facebook\data\query_images
Q00966,R838707,D:\Driven_Data\Facebook\data\query_images
Q00968,R988996,D:\Driven_Data\Facebook\data\query_images
Q00973,R860967,D:\Driven_Data\Facebook\data\query_images
Q00976,R249398,D:\Driven_Data\Facebook\data\query_images
Q00977,R314665,D:\Driven_Data\Facebook\data\query_images
Q00978,R532303,D:\Driven_Data\Facebook\data\query_images
Q00985,R261312,D:\Driven_Data\Facebook\data\query_images
Q00986,R521685,D:\Driven_Data\Facebook\data\query_images
Q00987,R782114,D:\Driven_Data\Facebook\data\query_images
Q00991,R930054,D:\Driven_Data\Facebook\data\query_images
Q01006,R655225,D:\Driven_Data\Facebook\data\query_images
Q01008,R224199,D:\Driven_Data\Facebook\data\query_images
Q01012,R346608,D:\Driven_Data\Facebook\data\query_images
Q01021,R320697,D:\Driven_Data\Facebook\data\query_images
Q01023,R681303,D:\Driven_Data\Facebook\data\query_images
Q01044,R189537,D:\Driven_Data\Facebook\data\query_images
Q01055,R771254,D:\Driven_Data\Facebook\data\query_images
Q01066,R553831,D:\Driven_Data\Facebook\data\query_images
Q01071,R829384,D:\Driven_Data\Facebook\data\query_images
Q01081,R243077,D:\Driven_Data\Facebook\data\query_images
Q01086,R521221,D:\Driven_Data\Facebook\data\query_images
Q01087,R263735,D:\Driven_Data\Facebook\data\query_images
Q01091,R484233,D:\Driven_Data\Facebook\data\query_images
Q01092,R709884,D:\Driven_Data\Facebook\data\query_images
Q01094,R026396,D:\Driven_Data\Facebook\data\query_images
Q01105,R293609,D:\Driven_Data\Facebook\data\query_images
Q01108,R630410,D:\Driven_Data\Facebook\data\query_images
Q01109,R877317,D:\Driven_Data\Facebook\data\query_images
Q01113,R255665,D:\Driven_Data\Facebook\data\query_images
Q01114,R021968,D:\Driven_Data\Facebook\data\query_images
Q01117,R129301,D:\Driven_Data\Facebook\data\query_images
Q01118,R953999,D:\Driven_Data\Facebook\data\query_images
Q01120,R726639,D:\Driven_Data\Facebook\data\query_images
Q01128,R254830,D:\Driven_Data\Facebook\data\query_images
Q01129,R726707,D:\Driven_Data\Facebook\data\query_images
Q01131,R256111,D:\Driven_Data\Facebook\data\query_images
Q01134,R147358,D:\Driven_Data\Facebook\data\query_images
Q01139,R040062,D:\Driven_Data\Facebook\data\query_images
Q01144,R032013,D:\Driven_Data\Facebook\data\query_images
Q01146,R394570,D:\Driven_Data\Facebook\data\query_images
Q01148,R590030,D:\Driven_Data\Facebook\data\query_images
Q01149,R056083,D:\Driven_Data\Facebook\data\query_images
Q01150,R010286,D:\Driven_Data\Facebook\data\query_images
Q01152,R109078,D:\Driven_Data\Facebook\data\query_images
Q01153,R638005,D:\Driven_Data\Facebook\data\query_images
Q01158,R735116,D:\Driven_Data\Facebook\data\query_images
Q01160,R645894,D:\Driven_Data\Facebook\data\query_images
Q01164,R658448,D:\Driven_Data\Facebook\data\query_images
Q01166,R177493,D:\Driven_Data\Facebook\data\query_images
Q01172,R196328,D:\Driven_Data\Facebook\data\query_images
Q01173,R351621,D:\Driven_Data\Facebook\data\query_images
Q01181,R948742,D:\Driven_Data\Facebook\data\query_images
Q01182,R925451,D:\Driven_Data\Facebook\data\query_images
Q01183,R173806,D:\Driven_Data\Facebook\data\query_images
Q01184,R207105,D:\Driven_Data\Facebook\data\query_images
Q01188,R224883,D:\Driven_Data\Facebook\data\query_images
Q01193,R551878,D:\Driven_Data\Facebook\data\query_images
Q01196,R193853,D:\Driven_Data\Facebook\data\query_images
Q01200,R043984,D:\Driven_Data\Facebook\data\query_images
Q01204,R026440,D:\Driven_Data\Facebook\data\query_images
Q01206,R191004,D:\Driven_Data\Facebook\data\query_images
Q01209,R097568,D:\Driven_Data\Facebook\data\query_images
Q01232,R954562,D:\Driven_Data\Facebook\data\query_images
Q01235,R078160,D:\Driven_Data\Facebook\data\query_images
Q01250,R464148,D:\Driven_Data\Facebook\data\query_images
Q01259,R934438,D:\Driven_Data\Facebook\data\query_images
Q01263,R084305,D:\Driven_Data\Facebook\data\query_images
Q01264,R602395,D:\Driven_Data\Facebook\data\query_images
Q01269,R318385,D:\Driven_Data\Facebook\data\query_images
Q01271,R589520,D:\Driven_Data\Facebook\data\query_images
Q01272,R289891,D:\Driven_Data\Facebook\data\query_images
Q01273,R414978,D:\Driven_Data\Facebook\data\query_images
Q01274,R600207,D:\Driven_Data\Facebook\data\query_images
Q01278,R584789,D:\Driven_Data\Facebook\data\query_images
Q01290,R145485,D:\Driven_Data\Facebook\data\query_images
Q01292,R569833,D:\Driven_Data\Facebook\data\query_images
Q01310,R847749,D:\Driven_Data\Facebook\data\query_images
Q01316,R230119,D:\Driven_Data\Facebook\data\query_images
Q01319,R180880,D:\Driven_Data\Facebook\data\query_images
Q01327,R964011,D:\Driven_Data\Facebook\data\query_images
Q01330,R205413,D:\Driven_Data\Facebook\data\query_images
Q01341,R525243,D:\Driven_Data\Facebook\data\query_images
Q01342,R334690,D:\Driven_Data\Facebook\data\query_images
Q01345,R496116,D:\Driven_Data\Facebook\data\query_images
Q01348,R926030,D:\Driven_Data\Facebook\data\query_images
Q01351,R047843,D:\Driven_Data\Facebook\data\query_images
Q01358,R207426,D:\Driven_Data\Facebook\data\query_images
Q01362,R841920,D:\Driven_Data\Facebook\data\query_images
Q01365,R327200,D:\Driven_Data\Facebook\data\query_images
Q01368,R942310,D:\Driven_Data\Facebook\data\query_images
Q01374,R888383,D:\Driven_Data\Facebook\data\query_images
Q01377,R664202,D:\Driven_Data\Facebook\data\query_images
Q01381,R746946,D:\Driven_Data\Facebook\data\query_images
Q01383,R550291,D:\Driven_Data\Facebook\data\query_images
Q01390,R805472,D:\Driven_Data\Facebook\data\query_images
Q01419,R138136,D:\Driven_Data\Facebook\data\query_images
Q01425,R478172,D:\Driven_Data\Facebook\data\query_images
Q01432,R453941,D:\Driven_Data\Facebook\data\query_images
Q01434,R957539,D:\Driven_Data\Facebook\data\query_images
Q01444,R405092,D:\Driven_Data\Facebook\data\query_images
Q01467,R036921,D:\Driven_Data\Facebook\data\query_images
Q01474,R502957,D:\Driven_Data\Facebook\data\query_images
Q01483,R519341,D:\Driven_Data\Facebook\data\query_images
Q01487,R432442,D:\Driven_Data\Facebook\data\query_images
Q01489,R560831,D:\Driven_Data\Facebook\data\query_images
Q01491,R866326,D:\Driven_Data\Facebook\data\query_images
Q01495,R847477,D:\Driven_Data\Facebook\data\query_images
Q01498,R253113,D:\Driven_Data\Facebook\data\query_images
Q01501,R540646,D:\Driven_Data\Facebook\data\query_images
Q01507,R619715,D:\Driven_Data\Facebook\data\query_images
Q01508,R440101,D:\Driven_Data\Facebook\data\query_images
Q01513,R818886,D:\Driven_Data\Facebook\data\query_images
Q01517,R558869,D:\Driven_Data\Facebook\data\query_images
Q01519,R891638,D:\Driven_Data\Facebook\data\query_images
Q01522,R556991,D:\Driven_Data\Facebook\data\query_images
Q01528,R461724,D:\Driven_Data\Facebook\data\query_images
Q01545,R698875,D:\Driven_Data\Facebook\data\query_images
Q01547,R847964,D:\Driven_Data\Facebook\data\query_images
Q01549,R017215,D:\Driven_Data\Facebook\data\query_images
Q01559,R450464,D:\Driven_Data\Facebook\data\query_images
Q01569,R543591,D:\Driven_Data\Facebook\data\query_images
Q01573,R374983,D:\Driven_Data\Facebook\data\query_images
Q01580,R609682,D:\Driven_Data\Facebook\data\query_images
Q01581,R619873,D:\Driven_Data\Facebook\data\query_images
Q01586,R997903,D:\Driven_Data\Facebook\data\query_images
Q01588,R899255,D:\Driven_Data\Facebook\data\query_images
Q01598,R885818,D:\Driven_Data\Facebook\data\query_images
Q01607,R692439,D:\Driven_Data\Facebook\data\query_images
Q01612,R668207,D:\Driven_Data\Facebook\data\query_images
Q01614,R232784,D:\Driven_Data\Facebook\data\query_images
Q01619,R183987,D:\Driven_Data\Facebook\data\query_images
Q01624,R491512,D:\Driven_Data\Facebook\data\query_images
Q01627,R582203,D:\Driven_Data\Facebook\data\query_images
Q01635,R504919,D:\Driven_Data\Facebook\data\query_images
Q01639,R078242,D:\Driven_Data\Facebook\data\query_images
Q01647,R650339,D:\Driven_Data\Facebook\data\query_images
Q01648,R315418,D:\Driven_Data\Facebook\data\query_images
Q01662,R284968,D:\Driven_Data\Facebook\data\query_images
Q01663,R043507,D:\Driven_Data\Facebook\data\query_images
Q01665,R528710,D:\Driven_Data\Facebook\data\query_images
Q01676,R125879,D:\Driven_Data\Facebook\data\query_images
Q01679,R973617,D:\Driven_Data\Facebook\data\query_images
Q01684,R687700,D:\Driven_Data\Facebook\data\query_images
Q01692,R195591,D:\Driven_Data\Facebook\data\query_images
Q01693,R422514,D:\Driven_Data\Facebook\data\query_images
Q01709,R368304,D:\Driven_Data\Facebook\data\query_images
Q01716,R745703,D:\Driven_Data\Facebook\data\query_images
Q01719,R445181,D:\Driven_Data\Facebook\data\query_images
Q01725,R496956,D:\Driven_Data\Facebook\data\query_images
Q01726,R308423,D:\Driven_Data\Facebook\data\query_images
Q01738,R271636,D:\Driven_Data\Facebook\data\query_images
Q01739,R274361,D:\Driven_Data\Facebook\data\query_images
Q01740,R195692,D:\Driven_Data\Facebook\data\query_images
Q01741,R697334,D:\Driven_Data\Facebook\data\query_images
Q01746,R930695,D:\Driven_Data\Facebook\data\query_images
Q01752,R016653,D:\Driven_Data\Facebook\data\query_images
Q01756,R942826,D:\Driven_Data\Facebook\data\query_images
Q01757,R503512,D:\Driven_Data\Facebook\data\query_images
Q01758,R861872,D:\Driven_Data\Facebook\data\query_images
Q01759,R176668,D:\Driven_Data\Facebook\data\query_images
Q01761,R322271,D:\Driven_Data\Facebook\data\query_images
Q01762,R742239,D:\Driven_Data\Facebook\data\query_images
Q01765,R538626,D:\Driven_Data\Facebook\data\query_images
Q01768,R615382,D:\Driven_Data\Facebook\data\query_images
Q01774,R812993,D:\Driven_Data\Facebook\data\query_images
Q01781,R891977,D:\Driven_Data\Facebook\data\query_images
Q01782,R597820,D:\Driven_Data\Facebook\data\query_images
Q01783,R234615,D:\Driven_Data\Facebook\data\query_images
Q01792,R265276,D:\Driven_Data\Facebook\data\query_images
Q01796,R605867,D:\Driven_Data\Facebook\data\query_images
Q01797,R126580,D:\Driven_Data\Facebook\data\query_images
Q01799,R628268,D:\Driven_Data\Facebook\data\query_images
Q01805,R763619,D:\Driven_Data\Facebook\data\query_images
Q01813,R576298,D:\Driven_Data\Facebook\data\query_images
Q01815,R271212,D:\Driven_Data\Facebook\data\query_images
Q01818,R756958,D:\Driven_Data\Facebook\data\query_images
Q01821,R844827,D:\Driven_Data\Facebook\data\query_images
Q01825,R131094,D:\Driven_Data\Facebook\data\query_images
Q01836,R271708,D:\Driven_Data\Facebook\data\query_images
Q01837,R469294,D:\Driven_Data\Facebook\data\query_images
Q01842,R868774,D:\Driven_Data\Facebook\data\query_images
Q01849,R494882,D:\Driven_Data\Facebook\data\query_images
Q01850,R902997,D:\Driven_Data\Facebook\data\query_images
Q01852,R215835,D:\Driven_Data\Facebook\data\query_images
Q01854,R002815,D:\Driven_Data\Facebook\data\query_images
Q01856,R181615,D:\Driven_Data\Facebook\data\query_images
Q01857,R187236,D:\Driven_Data\Facebook\data\query_images
Q01858,R989517,D:\Driven_Data\Facebook\data\query_images
Q01868,R799096,D:\Driven_Data\Facebook\data\query_images
Q01869,R757984,D:\Driven_Data\Facebook\data\query_images
Q01870,R739240,D:\Driven_Data\Facebook\data\query_images
Q01872,R603355,D:\Driven_Data\Facebook\data\query_images
Q01876,R436329,D:\Driven_Data\Facebook\data\query_images
Q01881,R371292,D:\Driven_Data\Facebook\data\query_images
Q01893,R017945,D:\Driven_Data\Facebook\data\query_images
Q01896,R430516,D:\Driven_Data\Facebook\data\query_images
Q01897,R124002,D:\Driven_Data\Facebook\data\query_images
Q01900,R922780,D:\Driven_Data\Facebook\data\query_images
Q01913,R581075,D:\Driven_Data\Facebook\data\query_images
Q01919,R526806,D:\Driven_Data\Facebook\data\query_images
Q01922,R541879,D:\Driven_Data\Facebook\data\query_images
Q01934,R579014,D:\Driven_Data\Facebook\data\query_images
Q01935,R572228,D:\Driven_Data\Facebook\data\query_images
Q01941,R440226,D:\Driven_Data\Facebook\data\query_images
Q01948,R535030,D:\Driven_Data\Facebook\data\query_images
Q01949,R127266,D:\Driven_Data\Facebook\data\query_images
Q01950,R333631,D:\Driven_Data\Facebook\data\query_images
Q01951,R626178,D:\Driven_Data\Facebook\data\query_images
Q01953,R142962,D:\Driven_Data\Facebook\data\query_images
Q01956,R954612,D:\Driven_Data\Facebook\data\query_images
Q01962,R903641,D:\Driven_Data\Facebook\data\query_images
Q01966,R579681,D:\Driven_Data\Facebook\data\query_images
Q01980,R080726,D:\Driven_Data\Facebook\data\query_images
Q01988,R603670,D:\Driven_Data\Facebook\data\query_images
Q01990,R958760,D:\Driven_Data\Facebook\data\query_images
Q01993,R549530,D:\Driven_Data\Facebook\data\query_images
Q01996,R335778,D:\Driven_Data\Facebook\data\query_images
Q01997,R291322,D:\Driven_Data\Facebook\data\query_images
Q02000,R768804,D:\Driven_Data\Facebook\data\query_images
Q02015,R365353,D:\Driven_Data\Facebook\data\query_images
Q02019,R463204,D:\Driven_Data\Facebook\data\query_images
Q02023,R680357,D:\Driven_Data\Facebook\data\query_images
Q02029,R762329,D:\Driven_Data\Facebook\data\query_images
Q02033,R009770,D:\Driven_Data\Facebook\data\query_images
Q02043,R445532,D:\Driven_Data\Facebook\data\query_images
Q02048,R194460,D:\Driven_Data\Facebook\data\query_images
Q02051,R008373,D:\Driven_Data\Facebook\data\query_images
Q02061,R145079,D:\Driven_Data\Facebook\data\query_images
Q02069,R106139,D:\Driven_Data\Facebook\data\query_images
Q02074,R152374,D:\Driven_Data\Facebook\data\query_images
Q02076,R223643,D:\Driven_Data\Facebook\data\query_images
Q02079,R555698,D:\Driven_Data\Facebook\data\query_images
Q02083,R742178,D:\Driven_Data\Facebook\data\query_images
Q02084,R479671,D:\Driven_Data\Facebook\data\query_images
Q02086,R254011,D:\Driven_Data\Facebook\data\query_images
Q02088,R191263,D:\Driven_Data\Facebook\data\query_images
Q02091,R648796,D:\Driven_Data\Facebook\data\query_images
Q02092,R870047,D:\Driven_Data\Facebook\data\query_images
Q02093,R536800,D:\Driven_Data\Facebook\data\query_images
Q02096,R864871,D:\Driven_Data\Facebook\data\query_images
Q02101,R094479,D:\Driven_Data\Facebook\data\query_images
Q02105,R240985,D:\Driven_Data\Facebook\data\query_images
Q02112,R891727,D:\Driven_Data\Facebook\data\query_images
Q02120,R772161,D:\Driven_Data\Facebook\data\query_images
Q02121,R928001,D:\Driven_Data\Facebook\data\query_images
Q02126,R780437,D:\Driven_Data\Facebook\data\query_images
Q02132,R609760,D:\Driven_Data\Facebook\data\query_images
Q02143,R474160,D:\Driven_Data\Facebook\data\query_images
Q02144,R754408,D:\Driven_Data\Facebook\data\query_images
Q02146,R414780,D:\Driven_Data\Facebook\data\query_images
Q02151,R887456,D:\Driven_Data\Facebook\data\query_images
Q02152,R234027,D:\Driven_Data\Facebook\data\query_images
Q02159,R111106,D:\Driven_Data\Facebook\data\query_images
Q02160,R028223,D:\Driven_Data\Facebook\data\query_images
Q02184,R523537,D:\Driven_Data\Facebook\data\query_images
Q02194,R969349,D:\Driven_Data\Facebook\data\query_images
Q02196,R280076,D:\Driven_Data\Facebook\data\query_images
Q02206,R284877,D:\Driven_Data\Facebook\data\query_images
Q02218,R151976,D:\Driven_Data\Facebook\data\query_images
Q02225,R442799,D:\Driven_Data\Facebook\data\query_images
Q02226,R589449,D:\Driven_Data\Facebook\data\query_images
Q02228,R335021,D:\Driven_Data\Facebook\data\query_images
Q02240,R121094,D:\Driven_Data\Facebook\data\query_images
Q02246,R175866,D:\Driven_Data\Facebook\data\query_images
Q02250,R134433,D:\Driven_Data\Facebook\data\query_images
Q02252,R224772,D:\Driven_Data\Facebook\data\query_images
Q02257,R560647,D:\Driven_Data\Facebook\data\query_images
Q02261,R581172,D:\Driven_Data\Facebook\data\query_images
Q02263,R726752,D:\Driven_Data\Facebook\data\query_images
Q02264,R611638,D:\Driven_Data\Facebook\data\query_images
Q02268,R800403,D:\Driven_Data\Facebook\data\query_images
Q02272,R670911,D:\Driven_Data\Facebook\data\query_images
Q02275,R030372,D:\Driven_Data\Facebook\data\query_images
Q02276,R586407,D:\Driven_Data\Facebook\data\query_images
Q02281,R658843,D:\Driven_Data\Facebook\data\query_images
