query_id,reference_id,img_folder
Q00113,Q00113,/tf/facebook/data/query_images/
Q00114,Q00114,/tf/facebook/data/query_images/
Q00115,Q00115,/tf/facebook/data/query_images/
Q00116,Q00116,/tf/facebook/data/query_images/
Q00117,Q00117,/tf/facebook/data/query_images/
Q00118,Q00118,/tf/facebook/data/query_images/
Q00119,Q00119,/tf/facebook/data/query_images/
Q00120,Q00120,/tf/facebook/data/query_images/
Q00121,Q00121,/tf/facebook/data/query_images/
Q00122,Q00122,/tf/facebook/data/query_images/
Q00123,Q00123,/tf/facebook/data/query_images/
Q00124,Q00124,/tf/facebook/data/query_images/
Q00125,Q00125,/tf/facebook/data/query_images/
Q00126,Q00126,/tf/facebook/data/query_images/
Q00127,Q00127,/tf/facebook/data/query_images/
Q00128,Q00128,/tf/facebook/data/query_images/
Q00129,Q00129,/tf/facebook/data/query_images/
Q00130,Q00130,/tf/facebook/data/query_images/
Q00131,Q00131,/tf/facebook/data/query_images/
Q00132,Q00132,/tf/facebook/data/query_images/
Q00133,Q00133,/tf/facebook/data/query_images/
Q00134,Q00134,/tf/facebook/data/query_images/
Q00135,Q00135,/tf/facebook/data/query_images/
Q00136,Q00136,/tf/facebook/data/query_images/
Q00137,Q00137,/tf/facebook/data/query_images/
Q00138,Q00138,/tf/facebook/data/query_images/
Q00139,Q00139,/tf/facebook/data/query_images/
Q00140,Q00140,/tf/facebook/data/query_images/
Q00141,Q00141,/tf/facebook/data/query_images/
Q00142,Q00142,/tf/facebook/data/query_images/
Q00143,Q00143,/tf/facebook/data/query_images/
Q00144,Q00144,/tf/facebook/data/query_images/
Q00145,Q00145,/tf/facebook/data/query_images/
Q00146,Q00146,/tf/facebook/data/query_images/
Q00147,Q00147,/tf/facebook/data/query_images/
Q00148,Q00148,/tf/facebook/data/query_images/
Q00149,Q00149,/tf/facebook/data/query_images/
Q00150,Q00150,/tf/facebook/data/query_images/
Q00151,Q00151,/tf/facebook/data/query_images/
Q00152,Q00152,/tf/facebook/data/query_images/
Q00153,Q00153,/tf/facebook/data/query_images/
Q00154,Q00154,/tf/facebook/data/query_images/
Q00155,Q00155,/tf/facebook/data/query_images/
Q00156,Q00156,/tf/facebook/data/query_images/
Q00157,Q00157,/tf/facebook/data/query_images/
Q00158,Q00158,/tf/facebook/data/query_images/
Q00159,Q00159,/tf/facebook/data/query_images/
Q00160,Q00160,/tf/facebook/data/query_images/
Q00161,Q00161,/tf/facebook/data/query_images/
Q00162,Q00162,/tf/facebook/data/query_images/
Q00163,Q00163,/tf/facebook/data/query_images/
Q00164,Q00164,/tf/facebook/data/query_images/
Q00165,Q00165,/tf/facebook/data/query_images/
Q00166,Q00166,/tf/facebook/data/query_images/
Q00167,Q00167,/tf/facebook/data/query_images/
Q00168,Q00168,/tf/facebook/data/query_images/
Q00169,Q00169,/tf/facebook/data/query_images/
Q00170,Q00170,/tf/facebook/data/query_images/
Q00171,Q00171,/tf/facebook/data/query_images/
Q00172,Q00172,/tf/facebook/data/query_images/
Q00173,Q00173,/tf/facebook/data/query_images/
Q00174,Q00174,/tf/facebook/data/query_images/
Q00175,Q00175,/tf/facebook/data/query_images/
Q00176,Q00176,/tf/facebook/data/query_images/
Q00177,Q00177,/tf/facebook/data/query_images/
Q00178,Q00178,/tf/facebook/data/query_images/
Q00179,Q00179,/tf/facebook/data/query_images/
Q00180,Q00180,/tf/facebook/data/query_images/
Q00181,Q00181,/tf/facebook/data/query_images/
Q00182,Q00182,/tf/facebook/data/query_images/
Q00183,Q00183,/tf/facebook/data/query_images/
Q00184,Q00184,/tf/facebook/data/query_images/
Q00185,Q00185,/tf/facebook/data/query_images/
Q00186,Q00186,/tf/facebook/data/query_images/
Q00187,Q00187,/tf/facebook/data/query_images/
Q00188,Q00188,/tf/facebook/data/query_images/
Q00189,Q00189,/tf/facebook/data/query_images/
Q00190,Q00190,/tf/facebook/data/query_images/
Q00191,Q00191,/tf/facebook/data/query_images/
Q00192,Q00192,/tf/facebook/data/query_images/
Q00193,Q00193,/tf/facebook/data/query_images/
Q00194,Q00194,/tf/facebook/data/query_images/
Q00195,Q00195,/tf/facebook/data/query_images/
Q00196,Q00196,/tf/facebook/data/query_images/
Q00197,Q00197,/tf/facebook/data/query_images/
Q00198,Q00198,/tf/facebook/data/query_images/
Q00199,Q00199,/tf/facebook/data/query_images/
Q00200,Q00200,/tf/facebook/data/query_images/
Q00201,Q00201,/tf/facebook/data/query_images/
Q00202,Q00202,/tf/facebook/data/query_images/
Q00203,Q00203,/tf/facebook/data/query_images/
Q00204,Q00204,/tf/facebook/data/query_images/
Q00205,Q00205,/tf/facebook/data/query_images/
Q00206,Q00206,/tf/facebook/data/query_images/
Q00207,Q00207,/tf/facebook/data/query_images/
Q00208,Q00208,/tf/facebook/data/query_images/
Q00209,Q00209,/tf/facebook/data/query_images/
Q00210,Q00210,/tf/facebook/data/query_images/
Q00211,Q00211,/tf/facebook/data/query_images/
Q00212,Q00212,/tf/facebook/data/query_images/
Q00213,Q00213,/tf/facebook/data/query_images/
Q00214,Q00214,/tf/facebook/data/query_images/
Q00215,Q00215,/tf/facebook/data/query_images/
Q00216,Q00216,/tf/facebook/data/query_images/
Q00217,Q00217,/tf/facebook/data/query_images/
Q00218,Q00218,/tf/facebook/data/query_images/
Q00219,Q00219,/tf/facebook/data/query_images/
Q00220,Q00220,/tf/facebook/data/query_images/
Q00221,Q00221,/tf/facebook/data/query_images/
Q00222,Q00222,/tf/facebook/data/query_images/
Q00223,Q00223,/tf/facebook/data/query_images/
Q00224,Q00224,/tf/facebook/data/query_images/
Q00225,Q00225,/tf/facebook/data/query_images/
Q00226,Q00226,/tf/facebook/data/query_images/
Q00227,Q00227,/tf/facebook/data/query_images/
Q00228,Q00228,/tf/facebook/data/query_images/
Q00229,Q00229,/tf/facebook/data/query_images/
Q00230,Q00230,/tf/facebook/data/query_images/
Q00231,Q00231,/tf/facebook/data/query_images/
Q00232,Q00232,/tf/facebook/data/query_images/
Q00233,Q00233,/tf/facebook/data/query_images/
Q00234,Q00234,/tf/facebook/data/query_images/
Q00235,Q00235,/tf/facebook/data/query_images/
Q00236,Q00236,/tf/facebook/data/query_images/
Q00237,Q00237,/tf/facebook/data/query_images/
Q00238,Q00238,/tf/facebook/data/query_images/
Q00239,Q00239,/tf/facebook/data/query_images/
Q00240,Q00240,/tf/facebook/data/query_images/
Q00241,Q00241,/tf/facebook/data/query_images/
Q00242,Q00242,/tf/facebook/data/query_images/
Q00243,Q00243,/tf/facebook/data/query_images/
Q00244,Q00244,/tf/facebook/data/query_images/
Q00245,Q00245,/tf/facebook/data/query_images/
Q00246,Q00246,/tf/facebook/data/query_images/
Q00247,Q00247,/tf/facebook/data/query_images/
Q00248,Q00248,/tf/facebook/data/query_images/
Q00249,Q00249,/tf/facebook/data/query_images/
Q00250,Q00250,/tf/facebook/data/query_images/
Q00251,Q00251,/tf/facebook/data/query_images/
Q00252,Q00252,/tf/facebook/data/query_images/
Q00253,Q00253,/tf/facebook/data/query_images/
Q00254,Q00254,/tf/facebook/data/query_images/
Q00255,Q00255,/tf/facebook/data/query_images/
Q00256,Q00256,/tf/facebook/data/query_images/
Q00257,Q00257,/tf/facebook/data/query_images/
Q00258,Q00258,/tf/facebook/data/query_images/
Q00259,Q00259,/tf/facebook/data/query_images/
Q00260,Q00260,/tf/facebook/data/query_images/
Q00261,Q00261,/tf/facebook/data/query_images/
Q00262,Q00262,/tf/facebook/data/query_images/
Q00263,Q00263,/tf/facebook/data/query_images/
Q00264,Q00264,/tf/facebook/data/query_images/
Q00265,Q00265,/tf/facebook/data/query_images/
Q00266,Q00266,/tf/facebook/data/query_images/
Q00267,Q00267,/tf/facebook/data/query_images/
Q00268,Q00268,/tf/facebook/data/query_images/
Q00269,Q00269,/tf/facebook/data/query_images/
Q00270,Q00270,/tf/facebook/data/query_images/
Q00271,Q00271,/tf/facebook/data/query_images/
Q00272,Q00272,/tf/facebook/data/query_images/
Q00273,Q00273,/tf/facebook/data/query_images/
Q00274,Q00274,/tf/facebook/data/query_images/
Q00275,Q00275,/tf/facebook/data/query_images/
Q00276,Q00276,/tf/facebook/data/query_images/
Q00277,Q00277,/tf/facebook/data/query_images/
Q00278,Q00278,/tf/facebook/data/query_images/
Q00279,Q00279,/tf/facebook/data/query_images/
Q00280,Q00280,/tf/facebook/data/query_images/
Q00281,Q00281,/tf/facebook/data/query_images/
Q00282,Q00282,/tf/facebook/data/query_images/
Q00283,Q00283,/tf/facebook/data/query_images/
Q00284,Q00284,/tf/facebook/data/query_images/
Q00285,Q00285,/tf/facebook/data/query_images/
Q00286,Q00286,/tf/facebook/data/query_images/
Q00287,Q00287,/tf/facebook/data/query_images/
Q00288,Q00288,/tf/facebook/data/query_images/
Q00289,Q00289,/tf/facebook/data/query_images/
Q00290,Q00290,/tf/facebook/data/query_images/
Q00291,Q00291,/tf/facebook/data/query_images/
Q00292,Q00292,/tf/facebook/data/query_images/
Q00293,Q00293,/tf/facebook/data/query_images/
Q00294,Q00294,/tf/facebook/data/query_images/
Q00295,Q00295,/tf/facebook/data/query_images/
Q00296,Q00296,/tf/facebook/data/query_images/
Q00297,Q00297,/tf/facebook/data/query_images/
Q00298,Q00298,/tf/facebook/data/query_images/
Q00299,Q00299,/tf/facebook/data/query_images/
Q00300,Q00300,/tf/facebook/data/query_images/
Q00301,Q00301,/tf/facebook/data/query_images/
Q00302,Q00302,/tf/facebook/data/query_images/
Q00303,Q00303,/tf/facebook/data/query_images/
Q00304,Q00304,/tf/facebook/data/query_images/
Q00305,Q00305,/tf/facebook/data/query_images/
Q00306,Q00306,/tf/facebook/data/query_images/
Q00307,Q00307,/tf/facebook/data/query_images/
Q00308,Q00308,/tf/facebook/data/query_images/
Q00309,Q00309,/tf/facebook/data/query_images/
Q00310,Q00310,/tf/facebook/data/query_images/
Q00311,Q00311,/tf/facebook/data/query_images/
Q00312,Q00312,/tf/facebook/data/query_images/
Q00313,Q00313,/tf/facebook/data/query_images/
Q00314,Q00314,/tf/facebook/data/query_images/
Q00315,Q00315,/tf/facebook/data/query_images/
Q00316,Q00316,/tf/facebook/data/query_images/
Q00317,Q00317,/tf/facebook/data/query_images/
Q00318,Q00318,/tf/facebook/data/query_images/
Q00319,Q00319,/tf/facebook/data/query_images/
Q00320,Q00320,/tf/facebook/data/query_images/
Q00321,Q00321,/tf/facebook/data/query_images/
Q00322,Q00322,/tf/facebook/data/query_images/
Q00323,Q00323,/tf/facebook/data/query_images/
Q00324,Q00324,/tf/facebook/data/query_images/
Q00325,Q00325,/tf/facebook/data/query_images/
Q00326,Q00326,/tf/facebook/data/query_images/
Q00327,Q00327,/tf/facebook/data/query_images/
Q00328,Q00328,/tf/facebook/data/query_images/
Q00329,Q00329,/tf/facebook/data/query_images/
Q00330,Q00330,/tf/facebook/data/query_images/
Q00331,Q00331,/tf/facebook/data/query_images/
Q00332,Q00332,/tf/facebook/data/query_images/
Q00333,Q00333,/tf/facebook/data/query_images/
Q00334,Q00334,/tf/facebook/data/query_images/
Q00335,Q00335,/tf/facebook/data/query_images/
Q00336,Q00336,/tf/facebook/data/query_images/
Q00337,Q00337,/tf/facebook/data/query_images/
Q00338,Q00338,/tf/facebook/data/query_images/
Q00339,Q00339,/tf/facebook/data/query_images/
Q00340,Q00340,/tf/facebook/data/query_images/
Q00341,Q00341,/tf/facebook/data/query_images/
Q00342,Q00342,/tf/facebook/data/query_images/
Q00343,Q00343,/tf/facebook/data/query_images/
Q00344,Q00344,/tf/facebook/data/query_images/
Q00345,Q00345,/tf/facebook/data/query_images/
Q00346,Q00346,/tf/facebook/data/query_images/
Q00347,Q00347,/tf/facebook/data/query_images/
Q00348,Q00348,/tf/facebook/data/query_images/
Q00349,Q00349,/tf/facebook/data/query_images/
Q00350,Q00350,/tf/facebook/data/query_images/
Q00351,Q00351,/tf/facebook/data/query_images/
Q00352,Q00352,/tf/facebook/data/query_images/
Q00353,Q00353,/tf/facebook/data/query_images/
Q00354,Q00354,/tf/facebook/data/query_images/
Q00355,Q00355,/tf/facebook/data/query_images/
Q00356,Q00356,/tf/facebook/data/query_images/
Q00357,Q00357,/tf/facebook/data/query_images/
Q00358,Q00358,/tf/facebook/data/query_images/
Q00359,Q00359,/tf/facebook/data/query_images/
Q00360,Q00360,/tf/facebook/data/query_images/
Q00361,Q00361,/tf/facebook/data/query_images/
Q00362,Q00362,/tf/facebook/data/query_images/
Q00363,Q00363,/tf/facebook/data/query_images/
Q00364,Q00364,/tf/facebook/data/query_images/
Q00365,Q00365,/tf/facebook/data/query_images/
Q00366,Q00366,/tf/facebook/data/query_images/
Q00367,Q00367,/tf/facebook/data/query_images/
Q00368,Q00368,/tf/facebook/data/query_images/
Q00369,Q00369,/tf/facebook/data/query_images/
Q00370,Q00370,/tf/facebook/data/query_images/
Q00371,Q00371,/tf/facebook/data/query_images/
Q00372,Q00372,/tf/facebook/data/query_images/
Q00373,Q00373,/tf/facebook/data/query_images/
Q00374,Q00374,/tf/facebook/data/query_images/
Q00375,Q00375,/tf/facebook/data/query_images/
Q00376,Q00376,/tf/facebook/data/query_images/
Q00377,Q00377,/tf/facebook/data/query_images/
Q00378,Q00378,/tf/facebook/data/query_images/
Q00379,Q00379,/tf/facebook/data/query_images/
Q00380,Q00380,/tf/facebook/data/query_images/
Q00381,Q00381,/tf/facebook/data/query_images/
Q00382,Q00382,/tf/facebook/data/query_images/
Q00383,Q00383,/tf/facebook/data/query_images/
Q00384,Q00384,/tf/facebook/data/query_images/
Q00385,Q00385,/tf/facebook/data/query_images/
Q00386,Q00386,/tf/facebook/data/query_images/
Q00387,Q00387,/tf/facebook/data/query_images/
Q00388,Q00388,/tf/facebook/data/query_images/
Q00389,Q00389,/tf/facebook/data/query_images/
Q00390,Q00390,/tf/facebook/data/query_images/
Q00391,Q00391,/tf/facebook/data/query_images/
Q00392,Q00392,/tf/facebook/data/query_images/
Q00393,Q00393,/tf/facebook/data/query_images/
Q00394,Q00394,/tf/facebook/data/query_images/
Q00395,Q00395,/tf/facebook/data/query_images/
Q00396,Q00396,/tf/facebook/data/query_images/
Q00397,Q00397,/tf/facebook/data/query_images/
Q00398,Q00398,/tf/facebook/data/query_images/
Q00399,Q00399,/tf/facebook/data/query_images/
Q00400,Q00400,/tf/facebook/data/query_images/
Q00401,Q00401,/tf/facebook/data/query_images/
Q00402,Q00402,/tf/facebook/data/query_images/
Q00403,Q00403,/tf/facebook/data/query_images/
Q00404,Q00404,/tf/facebook/data/query_images/
Q00405,Q00405,/tf/facebook/data/query_images/
Q00406,Q00406,/tf/facebook/data/query_images/
Q00407,Q00407,/tf/facebook/data/query_images/
Q00408,Q00408,/tf/facebook/data/query_images/
Q00409,Q00409,/tf/facebook/data/query_images/
Q00410,Q00410,/tf/facebook/data/query_images/
Q00411,Q00411,/tf/facebook/data/query_images/
Q00412,Q00412,/tf/facebook/data/query_images/
Q00413,Q00413,/tf/facebook/data/query_images/
Q00414,Q00414,/tf/facebook/data/query_images/
Q00415,Q00415,/tf/facebook/data/query_images/
Q00416,Q00416,/tf/facebook/data/query_images/
Q00417,Q00417,/tf/facebook/data/query_images/
Q00418,Q00418,/tf/facebook/data/query_images/
Q00419,Q00419,/tf/facebook/data/query_images/
Q00420,Q00420,/tf/facebook/data/query_images/
Q00421,Q00421,/tf/facebook/data/query_images/
Q00422,Q00422,/tf/facebook/data/query_images/
Q00423,Q00423,/tf/facebook/data/query_images/
Q00424,Q00424,/tf/facebook/data/query_images/
Q00425,Q00425,/tf/facebook/data/query_images/
Q00426,Q00426,/tf/facebook/data/query_images/
Q00427,Q00427,/tf/facebook/data/query_images/
Q00428,Q00428,/tf/facebook/data/query_images/
Q00429,Q00429,/tf/facebook/data/query_images/
Q00430,Q00430,/tf/facebook/data/query_images/
Q00431,Q00431,/tf/facebook/data/query_images/
Q00432,Q00432,/tf/facebook/data/query_images/
Q00433,Q00433,/tf/facebook/data/query_images/
Q00434,Q00434,/tf/facebook/data/query_images/
Q00435,Q00435,/tf/facebook/data/query_images/
Q00436,Q00436,/tf/facebook/data/query_images/
Q00437,Q00437,/tf/facebook/data/query_images/
Q00438,Q00438,/tf/facebook/data/query_images/
Q00439,Q00439,/tf/facebook/data/query_images/
Q00440,Q00440,/tf/facebook/data/query_images/
Q00441,Q00441,/tf/facebook/data/query_images/
Q00442,Q00442,/tf/facebook/data/query_images/
Q00443,Q00443,/tf/facebook/data/query_images/
Q00444,Q00444,/tf/facebook/data/query_images/
Q00445,Q00445,/tf/facebook/data/query_images/
Q00446,Q00446,/tf/facebook/data/query_images/
Q00447,Q00447,/tf/facebook/data/query_images/
Q00448,Q00448,/tf/facebook/data/query_images/
Q00449,Q00449,/tf/facebook/data/query_images/
Q00450,Q00450,/tf/facebook/data/query_images/
Q00451,Q00451,/tf/facebook/data/query_images/
Q00452,Q00452,/tf/facebook/data/query_images/
Q00453,Q00453,/tf/facebook/data/query_images/
Q00454,Q00454,/tf/facebook/data/query_images/
Q00455,Q00455,/tf/facebook/data/query_images/
Q00456,Q00456,/tf/facebook/data/query_images/
Q00457,Q00457,/tf/facebook/data/query_images/
Q00458,Q00458,/tf/facebook/data/query_images/
Q00459,Q00459,/tf/facebook/data/query_images/
Q00460,Q00460,/tf/facebook/data/query_images/
Q00461,Q00461,/tf/facebook/data/query_images/
Q00462,Q00462,/tf/facebook/data/query_images/
Q00463,Q00463,/tf/facebook/data/query_images/
Q00464,Q00464,/tf/facebook/data/query_images/
Q00465,Q00465,/tf/facebook/data/query_images/
Q00466,Q00466,/tf/facebook/data/query_images/
Q00467,Q00467,/tf/facebook/data/query_images/
Q00468,Q00468,/tf/facebook/data/query_images/
Q00469,Q00469,/tf/facebook/data/query_images/
Q00470,Q00470,/tf/facebook/data/query_images/
Q00471,Q00471,/tf/facebook/data/query_images/
Q00472,Q00472,/tf/facebook/data/query_images/
Q00473,Q00473,/tf/facebook/data/query_images/
Q00474,Q00474,/tf/facebook/data/query_images/
Q00475,Q00475,/tf/facebook/data/query_images/
Q00476,Q00476,/tf/facebook/data/query_images/
Q00477,Q00477,/tf/facebook/data/query_images/
Q00478,Q00478,/tf/facebook/data/query_images/
Q00479,Q00479,/tf/facebook/data/query_images/
Q00480,Q00480,/tf/facebook/data/query_images/
Q00481,Q00481,/tf/facebook/data/query_images/
Q00482,Q00482,/tf/facebook/data/query_images/
Q00483,Q00483,/tf/facebook/data/query_images/
Q00484,Q00484,/tf/facebook/data/query_images/
Q00485,Q00485,/tf/facebook/data/query_images/
Q00486,Q00486,/tf/facebook/data/query_images/
Q00487,Q00487,/tf/facebook/data/query_images/
Q00488,Q00488,/tf/facebook/data/query_images/
Q00489,Q00489,/tf/facebook/data/query_images/
Q00490,Q00490,/tf/facebook/data/query_images/
Q00491,Q00491,/tf/facebook/data/query_images/
Q00492,Q00492,/tf/facebook/data/query_images/
Q00493,Q00493,/tf/facebook/data/query_images/
Q00494,Q00494,/tf/facebook/data/query_images/
Q00495,Q00495,/tf/facebook/data/query_images/
Q00496,Q00496,/tf/facebook/data/query_images/
Q00497,Q00497,/tf/facebook/data/query_images/
Q00498,Q00498,/tf/facebook/data/query_images/
Q00499,Q00499,/tf/facebook/data/query_images/
Q00500,Q00500,/tf/facebook/data/query_images/
Q00501,Q00501,/tf/facebook/data/query_images/
Q00502,Q00502,/tf/facebook/data/query_images/
Q00503,Q00503,/tf/facebook/data/query_images/
Q00504,Q00504,/tf/facebook/data/query_images/
Q00505,Q00505,/tf/facebook/data/query_images/
Q00506,Q00506,/tf/facebook/data/query_images/
Q00507,Q00507,/tf/facebook/data/query_images/
Q00508,Q00508,/tf/facebook/data/query_images/
Q00509,Q00509,/tf/facebook/data/query_images/
Q00510,Q00510,/tf/facebook/data/query_images/
Q00511,Q00511,/tf/facebook/data/query_images/
Q00512,Q00512,/tf/facebook/data/query_images/
Q00513,Q00513,/tf/facebook/data/query_images/
Q00514,Q00514,/tf/facebook/data/query_images/
Q00515,Q00515,/tf/facebook/data/query_images/
Q00516,Q00516,/tf/facebook/data/query_images/
Q00517,Q00517,/tf/facebook/data/query_images/
Q00518,Q00518,/tf/facebook/data/query_images/
Q00519,Q00519,/tf/facebook/data/query_images/
Q00520,Q00520,/tf/facebook/data/query_images/
Q00521,Q00521,/tf/facebook/data/query_images/
Q00522,Q00522,/tf/facebook/data/query_images/
Q00523,Q00523,/tf/facebook/data/query_images/
Q00524,Q00524,/tf/facebook/data/query_images/
Q00525,Q00525,/tf/facebook/data/query_images/
Q00526,Q00526,/tf/facebook/data/query_images/
Q00527,Q00527,/tf/facebook/data/query_images/
Q00528,Q00528,/tf/facebook/data/query_images/
Q00529,Q00529,/tf/facebook/data/query_images/
Q00530,Q00530,/tf/facebook/data/query_images/
Q00531,Q00531,/tf/facebook/data/query_images/
Q00532,Q00532,/tf/facebook/data/query_images/
Q00533,Q00533,/tf/facebook/data/query_images/
Q00534,Q00534,/tf/facebook/data/query_images/
Q00535,Q00535,/tf/facebook/data/query_images/
Q00536,Q00536,/tf/facebook/data/query_images/
Q00537,Q00537,/tf/facebook/data/query_images/
Q00538,Q00538,/tf/facebook/data/query_images/
Q00539,Q00539,/tf/facebook/data/query_images/
Q00540,Q00540,/tf/facebook/data/query_images/
Q00541,Q00541,/tf/facebook/data/query_images/
Q00542,Q00542,/tf/facebook/data/query_images/
Q00543,Q00543,/tf/facebook/data/query_images/
Q00544,Q00544,/tf/facebook/data/query_images/
Q00545,Q00545,/tf/facebook/data/query_images/
Q00546,Q00546,/tf/facebook/data/query_images/
Q00547,Q00547,/tf/facebook/data/query_images/
Q00548,Q00548,/tf/facebook/data/query_images/
Q00549,Q00549,/tf/facebook/data/query_images/
Q00550,Q00550,/tf/facebook/data/query_images/
Q00551,Q00551,/tf/facebook/data/query_images/
Q00552,Q00552,/tf/facebook/data/query_images/
Q00553,Q00553,/tf/facebook/data/query_images/
Q00554,Q00554,/tf/facebook/data/query_images/
Q00555,Q00555,/tf/facebook/data/query_images/
Q00556,Q00556,/tf/facebook/data/query_images/
Q00557,Q00557,/tf/facebook/data/query_images/
